1,-0.2,1,1,-0.34545,-0.13043,0.3913
2,-0.36,-0.3,-0.33333,-0.67273,-0.21739,0.69565
2,-0.2,-0.3,-0.33333,-0.45455,-0.17391,0.91304
2,-0.2,-0.3,-0.42857,-0.89091,0.17391,0.82609
2,-0.04,-0.4,-0.33333,0.16364,-1,0.73913
2,0.52,0.8,0.42857,-0.34545,0.043478,0.56522
2,0.36,-0.5,-0.33333,-0.74545,-0.17391,0.65217
2,-0.44,-0.4,-0.80952,-1,0.30435,0.69565
2,-0.12,-0.6,-0.33333,-0.63636,0.43478,0.78261
2,0.12,0.4,0.2381,-0.27273,0,0.26087
2,0.2,0.4,0.2381,-0.74545,0.73913,0.73913
2,0.04,-0.5,-0.42857,-0.81818,0.21739,0.91304
2,0.12,0.8,-0.42857,-0.74545,0.34783,0.56522
2,-0.28,-0.3,-0.33333,-0.81818,0.3913,0.69565
2,0.04,-0.1,-0.33333,-0.81818,0.34783,0.73913
2,-0.44,-0.2,-0.2381,-0.23636,-0.65217,0.65217
2,-0.36,-0.1,0.047619,-0.63636,-0.086957,0.69565
2,-0.04,-0.1,-0.33333,-0.34545,-0.43478,0.78261
2,0.12,-0.4,-0.42857,-0.92727,0.65217,0.6087
2,-0.28,0.2,-0.14286,-0.49091,0,0.78261
2,-0.04,-0.1,-0.71429,-0.56364,0,0.56522
2,0.44,0.5,-0.047619,-0.67273,0.13043,0.65217
2,0.2,0.6,-0.047619,-0.56364,0.34783,0.6087
2,0.52,0.2,-0.047619,-0.45455,0,0.65217
2,0.04,-0.3,-0.14286,-0.92727,0.34783,0.43478
2,0.2,0.4,0.33333,-0.70909,0.43478,0.95652
2,0.36,0.2,0.047619,-0.38182,-0.086957,1
2,0.04,0.3,0.2381,-0.054545,-0.21739,0.78261
2,0.04,0,-0.047619,-0.92727,0.21739,0.73913
2,-0.2,-0.3,-0.71429,-0.6,-0.43478,0.82609
2,0.12,0.1,-0.2381,-0.74545,0.30435,0.73913
2,-0.2,-0.3,-0.33333,-0.49091,-0.3913,0.95652
2,-0.04,0,-0.42857,-0.81818,0.21739,0.26087
2,0.44,0.4,0.047619,-0.56364,0.13043,0.3913
2,0.68,0.4,-0.047619,-0.38182,0.26087,0.56522
2,-0.36,0.2,0.14286,-0.2,-0.13043,0.73913
2,0.36,0.3,-0.047619,-0.56364,-0.13043,0.73913
2,0.2,-0.1,-0.61905,-0.74545,0,0.82609
2,0.2,0.3,0.047619,-0.52727,-0.30435,0.86957
2,-0.92,0.3,-1,-0.67273,-0.13043,0.52174
2,-0.52,-0.2,-0.80952,-0.38182,-0.26087,0.95652
2,-0.2,0.1,-0.42857,-0.41818,-0.043478,0.34783
2,-0.12,-0.4,-0.61905,-0.23636,-0.43478,0.69565
2,-0.12,0.4,-0.33333,-0.34545,-0.086957,0.34783
2,-0.2,-0.6,-0.90476,-0.63636,0.086957,0.3913
2,-0.6,-0.5,-0.61905,-0.6,0.086957,0.73913
2,-0.2,-0.1,-0.33333,-0.6,0.086957,0.6087
2,-0.2,-0.1,-0.33333,-0.96364,0.3913,0.82609
2,-0.36,-0.3,-0.2381,-0.74545,0.13043,0.43478
2,-0.44,-1,-0.42857,-0.78182,-0.086957,0.82609
2,-0.36,-0.2,-0.61905,-1,0,0.52174
2,0.2,0.6,-0.047619,-0.16364,-0.13043,0.43478
2,-0.44,0.1,-0.047619,-0.78182,0.3913,0.34783
2,0.28,0.2,0.14286,-0.85455,0.3913,0.65217
2,-0.44,-0.6,-0.52381,-0.74545,0,0.56522
2,0.12,-0.3,-0.61905,-0.27273,-0.26087,0.82609
2,0.52,0,-0.61905,-0.27273,0.17391,0.47826
2,-0.04,-0.4,-0.61905,-0.41818,-0.43478,0.43478
2,0.04,0.1,-0.14286,-0.74545,0.43478,0.52174
2,0.04,0,-0.2381,-0.63636,0.13043,0.56522
2,0.04,-0.4,-0.71429,-0.6,-0.043478,0.65217
2,0.2,-0.3,-0.61905,-0.89091,0.21739,0.6087
2,0.28,-0.2,-0.61905,-0.70909,0.26087,0.6087
2,-0.44,0,-0.52381,-0.70909,0.34783,0.56522
2,-0.04,0,-0.2381,-0.49091,0.26087,0.6087
2,0.12,0.6,-0.047619,-0.41818,0.26087,0.30435
2,-0.36,-0.5,-0.80952,-0.81818,0.13043,0.52174
2,-0.2,-0.3,-0.71429,-0.30909,-0.21739,0.6087
2,0.04,-0.4,-0.2381,-0.49091,-0.086957,0.73913
1,-0.12,0.2,0.14286,-0.70909,0.52174,-0.21739
2,-1,-0.2,-0.52381,-0.56364,0.47826,0.34783
2,0.12,-0.1,-0.52381,-0.63636,0.13043,0.56522
2,-0.04,-0.4,0.14286,-0.45455,0,0.47826
2,-0.52,-0.1,-0.42857,-0.89091,0.21739,0.73913
2,0.12,-0.1,-0.33333,-1,0.26087,0.86957
2,-0.76,-0.4,-0.71429,-0.85455,0.30435,0.69565
2,-0.12,-0.1,0.047619,-0.41818,0,0.47826
2,-0.36,-0.2,-0.61905,-0.92727,0.26087,0.3913
2,0.12,0.5,-0.2381,-0.74545,0.3913,0.34783
2,-0.36,-0.1,-0.61905,-0.74545,0,0.73913
2,0.04,-0.3,-0.33333,-0.49091,0.13043,0.21739
2,-0.12,-0.2,-0.42857,-0.89091,0.13043,0.3913
2,0.12,-0.3,-0.90476,-0.34545,-0.13043,0.78261
2,0.12,0.1,-0.14286,-0.74545,0.34783,0.52174
2,0.28,0.7,0.14286,-0.34545,0.47826,0.47826
2,0.04,-0.1,-0.42857,-0.38182,0.086957,0.6087
2,0.12,-0.1,-0.33333,-0.45455,-0.21739,0.65217
2,-0.04,-0.4,-0.80952,-0.56364,0.086957,0.86957
2,-0.12,0.3,-0.14286,-0.92727,0.52174,0.6087
2,-0.04,-0.1,-0.33333,-0.70909,0.21739,0.82609
2,-0.28,-0.3,-0.71429,-0.49091,-0.17391,0.65217
2,0.28,0,-0.14286,-0.52727,-0.13043,0.56522
2,-0.12,-0.6,-0.52381,-0.63636,-0.043478,0.6087
2,-0.44,-0.5,-0.71429,-0.92727,0.30435,0.6087
2,-0.28,-0.4,-0.52381,-0.6,0,0.82609
2,0.44,-0.1,-0.14286,-0.34545,-0.21739,0.69565
2,-0.04,0.4,0.2381,-0.30909,0.086957,0.43478
2,-0.52,-0.3,-0.52381,-0.70909,0.13043,0.47826
2,0.04,0,-0.2381,-0.30909,0.086957,0.6087
2,-0.28,0,-0.61905,-0.78182,0,0.47826
1,-0.52,0.1,0.2381,-0.090909,0.73913,-0.13043
1,-0.12,0.5,0.14286,0.38182,0.65217,-0.26087
1,-0.12,0.3,0.047619,-0.45455,0.73913,0.043478
1,-0.04,0.4,0.52381,-0.018182,0.3913,0.086957
1,-0.28,0.2,0.2381,0.67273,0.3913,-0.17391
1,-0.04,0.2,0.14286,0.23636,0.30435,-0.086957
1,0.2,0.3,0.047619,-0.23636,0.91304,0.043478
1,-0.2,0.1,0.33333,-0.054545,0.65217,-0.086957
1,-0.04,0.2,-0.14286,0.018182,0.82609,-0.30435
1,0.12,0.6,0.71429,0.16364,0.52174,0.086957
1,0.12,0.4,0.2381,-0.70909,0.65217,-0.3913
1,0.04,0.5,0.2381,0.23636,0.65217,-7.1054e-15
1,0.28,0.7,1,-0.090909,0.78261,0.21739
1,-0.12,0.4,-0.14286,0.52727,0.43478,-0.086957
1,0.04,0.3,-0.047619,0.23636,0.34783,-0.17391
1,0.36,0.4,-0.047619,-0.63636,0.52174,-0.3913
1,-0.28,0.6,0.047619,0.67273,0.21739,-0.13043
1,-0.28,0.4,0.047619,0.78182,0.17391,-0.086957
1,-0.2,0.5,0.14286,0.38182,0.43478,-0.043478
1,-0.52,0.2,-0.14286,0.054545,0.86957,-0.3913
1,-0.2,0.3,0.33333,0.054545,0.91304,-0.21739
1,0.04,0.6,0.2381,0.85455,0.086957,-0.21739
1,0.2,0.8,1,0.6,0.26087,0.043478
1,0.04,0.7,0.33333,0.2,0.52174,-0.17391
1,-0.28,0.5,0.42857,-0.018182,0.13043,-7.1054e-15
1,-0.12,0,0.2381,0.090909,0.6087,-0.21739
1,-0.04,0.4,0.33333,-0.2,0.69565,0.043478
1,0.36,0.7,0.2381,0.090909,0.78261,-0.043478
1,0.04,0.2,0.14286,0.054545,0.56522,0.086957
1,-0.44,0.2,0.52381,-0.054545,0.91304,-0.086957
1,-0.6,0.2,-0.047619,0.27273,0.21739,-0.13043
1,-0.44,0.2,-0.2381,0.85455,0.52174,-0.3913
1,-0.12,0.5,0.14286,0.23636,0.65217,-0.086957
1,-0.36,0.2,0.33333,0.2,0.78261,-0.17391
1,-0.68,0,0.14286,0.38182,0.52174,-0.26087
1,-0.2,0.1,0.047619,0.70909,0.47826,-0.26087
1,-0.36,-0.2,0.14286,0.27273,0.47826,-0.30435
1,-0.12,0.7,0.2381,-0.23636,0.52174,-0.78261
1,-0.36,0.4,0.33333,0.49091,0.34783,-0.13043
1,-0.44,0.5,0.14286,0.67273,0.086957,-0.21739
1,-0.2,0.2,0.2381,0.018182,0.82609,-0.34783
1,-0.28,0,-0.61905,0.090909,0.43478,-0.3913
1,-0.36,0.2,0.33333,0.45455,0.30435,-0.086957
1,-0.04,0.5,0.33333,0.23636,0.47826,-0.086957
1,-0.44,-0.2,-0.2381,0.52727,0,-0.34783
1,-0.12,0.6,0.33333,0.70909,0.21739,-0.13043
1,-0.04,0.5,0.33333,0.52727,0.30435,-0.086957
1,0.2,0.6,0.2381,-0.23636,0.56522,-0.86957
1,-0.28,0.2,0.047619,0.27273,0.43478,-0.30435
1,-0.12,-0.1,-0.047619,-0.018182,1,-0.30435
1,-0.12,0.3,-0.14286,0.70909,0.26087,-0.13043
1,-0.36,-0.1,-0.33333,0.70909,0.043478,-0.47826
1,-0.36,-0.3,-0.71429,0.16364,0.43478,-0.34783
1,-0.44,0.1,0.047619,0.78182,0.13043,-0.30435
1,-0.44,0.3,-0.047619,0.38182,0.65217,-0.26087
1,0.04,0,0.2381,0.6,0.21739,-0.17391
1,-0.68,-0.3,-0.42857,0.12727,0.6087,-0.26087
1,-0.52,0.1,-0.047619,0.49091,0.30435,-0.3913
1,-0.2,0.4,0.52381,0.92727,0,-0.34783
1,-0.36,0.6,0.047619,-0.67273,0.91304,-0.95652
1,0.44,0.1,-0.33333,-0.92727,0.95652,-0.73913
1,-0.12,0.5,0.047619,-0.018182,0.086957,-0.86957
1,-0.36,0.1,-0.047619,0.56364,0.26087,-0.26087
1,-0.28,0.1,0.14286,0.6,0.3913,-0.43478
1,-0.6,0.3,-0.047619,0.52727,0.21739,-0.13043
1,0.04,0.3,0.52381,0.12727,0.86957,-0.17391
1,1,0.7,0.33333,0.018182,0.043478,-0.56522
1,0.44,0.4,0.047619,-0.12727,0.52174,-0.65217
1,-0.2,-0.1,-0.2381,-0.12727,0.86957,-0.21739
1,-0.12,0,-0.14286,0.52727,0.3913,-0.17391
1,-0.92,0.7,0.42857,-0.45455,0.65217,-1
1,-0.68,0.6,0.33333,0.74545,0.086957,-0.21739
1,-0.2,0.5,0.2381,0.67273,0.21739,-0.30435
1,-0.2,-0.4,-0.047619,0.16364,0.69565,-0.3913
1,-0.2,0.1,-0.047619,0.52727,0.21739,-0.21739
1,-0.12,0.4,0.14286,0.70909,0.30435,-0.47826
1,-0.6,0.1,0.047619,0.6,0.21739,-0.17391
1,-0.44,0.4,-0.047619,-0.018182,0.86957,-0.21739
1,-0.2,0.5,0.2381,0.090909,0.91304,-0.43478
1,-0.44,0.2,0.33333,-0.63636,0.78261,-1
1,-0.04,0.4,0.047619,0.52727,0.30435,-0.43478
1,-0.2,0.6,0.52381,-0.70909,0.6087,-0.6087
1,-0.04,0.5,0.047619,0.38182,0.6087,-0.34783
1,-0.36,0.5,0.33333,0.054545,0.6087,-0.34783
1,-0.28,0.2,0.047619,0.27273,0.47826,-0.26087
1,-0.28,0.4,-0.047619,0.56364,0.30435,-0.30435
1,-0.44,0.4,-0.047619,-0.70909,0.95652,-0.69565
1,-0.2,0,-0.33333,0.52727,0.26087,-0.3913
1,-0.2,-0.1,0.14286,-0.12727,0.82609,-0.30435
1,-0.36,0.3,0.14286,1,-0.3913,-0.3913
1,0.04,0.2,-0.2381,0.090909,0.86957,-0.30435
1,0.28,0.5,0.52381,-0.41818,0.43478,-0.65217
1,-0.28,0.3,0.14286,0.30909,0.47826,-0.3913
1,-0.04,0.5,0.2381,-0.12727,0.43478,-0.69565
1,-0.12,0.3,0.42857,0.6,0.26087,-0.13043
1,-0.04,0.4,0.2381,-0.018182,0.91304,-0.21739
1,0.04,0.3,-0.14286,0.12727,0.65217,-0.17391
1,-0.2,0.3,0.33333,0.23636,0.47826,-0.043478
1,-0.28,0.7,0.71429,0.45455,0.52174,-0.30435
1,-0.6,-0.1,-0.14286,0.090909,0.65217,-0.21739
